Race,Highest_Education,Gender,PTOT_R,PEARNVAL,A_MARITL,HEA,MIG_DIV
1,40,2,1,0,1,2,4
1,0,1,0,0,7,2,4
1,40,2,1,0,7,3,4
1,41,2,29,70000,1,2,4
1,40,1,3,5000,1,2,4
1,0,1,0,0,7,2,4
1,0,1,0,0,7,2,4
1,39,2,11,10000,1,3,4
1,39,1,7,10000,1,3,4
1,41,2,27,61200,1,1,4
1,41,1,18,41600,1,3,4
1,0,1,0,0,7,1,4
1,41,1,9,20000,7,2,4
1,43,2,29,65000,1,2,4
1,43,1,41,90000,1,3,4
1,40,1,29,70000,1,2,4
1,40,2,9,20000,1,2,4
1,0,1,0,0,7,1,4
1,39,1,21,51000,6,3,4
1,40,2,7,0,5,4,4
1,42,2,12,28000,7,4,4
1,39,1,1,0,7,3,4
1,39,1,1,0,7,3,4
1,39,2,8,19000,1,2,4
1,39,1,18,43000,1,4,4
1,40,2,10,24000,2,1,4
1,41,1,22,52000,1,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,4,0
1,42,1,18,42000,1,2,4
1,43,2,17,39500,1,2,4
1,0,2,0,0,7,2,4
1,0,1,0,0,7,2,4
1,40,2,19,45500,1,2,4
1,39,1,25,60000,1,2,4
1,0,2,0,0,7,2,4
1,40,2,15,28000,1,2,4
1,44,1,34,78000,1,2,4
1,36,1,3,7200,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,40,1,41,136000,1,4,4
1,43,2,8,18000,1,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,44,2,27,65000,1,2,4
1,45,1,25,60000,1,3,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,43,2,30,66000,1,2,4
1,39,1,37,82000,1,2,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,43,1,32,70000,1,2,4
1,42,2,17,40000,1,2,4
1,40,1,13,30400,7,1,4
1,40,1,4,7500,7,1,4
1,40,2,1,2000,7,1,4
1,37,2,2,2500,7,1,4
1,35,2,2,2500,7,1,4
1,42,1,41,80000,1,3,4
1,40,2,7,17000,1,2,4
1,36,2,1,0,7,1,4
1,0,1,0,0,7,1,4
1,39,1,17,40000,1,2,4
1,46,2,41,130000,1,1,4
1,40,2,14,2500,7,1,4
1,38,2,2,2500,7,1,4
1,44,2,41,110000,1,3,4
1,41,1,15,35000,1,2,4
1,40,1,3,6000,7,2,4
1,35,1,1,900,7,2,4
1,41,1,16,36720,1,1,4
1,43,2,15,36000,1,2,4
1,0,1,0,0,7,2,4
1,43,2,4,0,5,4,4
1,39,2,16,38000,1,2,4
1,39,1,7,2400,1,2,4
1,41,1,32,76000,7,3,4
1,0,1,0,0,7,1,4
1,39,2,25,56000,5,1,4
1,39,1,11,25000,1,2,4
1,39,2,1,0,1,2,4
1,0,1,0,0,7,2,4
1,0,1,0,0,7,2,4
1,0,2,0,0,7,2,4
1,39,2,5,0,5,3,4
1,41,2,7,0,4,5,4
1,44,1,7,0,4,1,4
1,39,2,7,0,4,3,4
1,43,2,41,130000,1,2,4
1,39,1,23,55000,1,2,4
1,0,2,0,0,7,2,4
1,0,1,0,0,7,2,4
1,39,2,13,30000,1,3,4
1,39,1,23,55000,1,3,4
1,36,2,1,0,7,3,4
1,42,2,5,0,1,3,4
1,34,1,7,0,1,3,4
1,0,2,0,0,7,1,4
1,45,1,41,153500,1,1,4
1,44,2,41,110000,1,1,4
1,43,2,9,19500,7,3,4
1,39,1,8,18000,7,3,4
1,39,1,27,0,1,2,4
1,39,2,39,0,1,1,4
1,43,1,22,4500,7,2,4
1,46,1,41,108000,3,1,4
1,39,2,6,1800,4,3,4
1,40,2,9,0,5,4,4
1,41,1,15,36000,5,2,8
1,40,2,6,0,7,4,8
1,40,1,10,24700,1,2,4
1,39,2,9,20000,1,2,4
1,39,1,22,0,5,2,4
1,42,1,41,0,1,2,4
1,41,2,17,10000,1,1,4
1,41,2,13,27000,1,2,4
1,36,1,34,80000,1,2,4
1,0,1,0,0,7,1,4
1,41,1,16,39000,1,2,4
1,40,2,15,36000,1,2,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,41,1,32,76000,1,3,4
1,40,2,1,2100,1,3,4
1,39,2,1,0,7,2,4
1,0,1,0,0,7,2,4
1,39,2,1,0,5,3,8
1,43,2,36,85000,7,2,4
1,41,2,7,16000,1,2,4
1,41,1,41,140000,1,2,4
1,35,2,1,0,7,3,4
1,0,1,0,0,7,2,4
1,0,1,0,0,7,2,4
1,38,1,11,21000,1,3,4
1,40,2,8,19000,1,3,4
1,0,2,0,0,7,3,4
1,0,1,0,0,7,3,4
1,43,2,41,56494,1,2,4
1,42,1,41,50493,1,3,4
1,36,1,4,3600,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,46,2,41,120000,5,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,39,1,23,0,5,3,4
1,40,2,6,0,7,3,4
1,0,2,0,0,7,3,4
1,0,1,0,0,7,3,4
1,0,2,0,0,7,3,4
1,0,1,0,0,7,3,4
1,0,2,0,0,7,3,4
1,44,2,5,9000,1,2,4
1,43,1,35,57000,1,4,4
1,45,1,41,100000,1,2,4
1,43,2,31,75000,1,1,4
1,41,2,24,59001,1,2,4
1,41,1,23,56001,1,2,4
1,40,2,19,45000,5,2,4
1,40,2,8,19500,7,2,4
1,37,2,26,50000,7,2,4
1,0,1,0,0,7,2,4
1,41,2,22,27000,1,1,4
1,40,1,19,18000,1,3,4
1,43,1,1,0,7,1,4
1,39,2,7,0,5,4,4
1,40,2,19,41000,1,2,4
1,39,1,15,35500,1,2,4
1,36,2,2,4000,1,3,4
1,33,1,23,55000,1,2,4
1,36,2,1,2000,7,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,39,1,33,80000,1,2,4
1,41,2,3,7000,1,2,4
1,38,1,7,15000,7,1,4
1,41,1,17,40002,1,2,4
1,40,2,1,0,1,2,4
1,0,2,0,0,7,2,4
1,0,1,0,0,7,2,0
1,43,1,21,42000,1,2,4
1,39,2,20,40000,1,2,4
1,39,1,23,51000,6,1,4
1,35,1,16,36000,5,2,4
1,41,1,41,100000,5,2,4
1,39,1,16,38787,1,1,4
1,39,2,2,3732,1,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,39,2,6,0,4,3,4
1,39,2,3,0,4,4,4
1,41,1,32,63000,1,3,4
1,41,2,26,47000,1,3,4
1,45,1,41,1159000,1,2,4
1,43,2,1,456,1,1,4
1,39,1,20,48000,1,1,4
1,41,2,25,60000,1,1,4
1,43,2,2,2800,1,1,4
1,40,1,19,45000,1,3,4
1,35,2,1,0,7,1,4
1,0,2,0,0,7,1,4
1,41,1,41,99900,5,2,4
1,40,2,8,0,3,2,4
1,43,2,6,13000,7,2,4
1,40,2,18,23000,4,2,4
1,41,2,11,25000,5,3,4
1,39,1,41,110000,1,4,4
1,39,2,7,15000,1,4,4
1,43,1,11,25000,1,1,4
1,43,2,17,35002,1,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,43,1,22,36002,1,2,4
1,41,2,5,0,1,3,4
1,34,1,6,0,1,1,4
1,39,2,11,0,1,4,4
1,39,2,6,0,1,3,4
1,43,1,41,0,1,3,4
1,43,2,21,50000,4,2,4
1,39,2,1,0,7,2,4
1,37,2,1,0,7,2,4
1,35,2,1,0,7,2,4
1,0,2,0,0,7,2,4
1,39,1,7,0,4,4,4
1,44,2,2,3600,3,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,40,1,8,19000,1,2,4
1,42,2,7,15000,1,2,4
1,40,2,5,11000,1,2,4
1,39,1,6,13300,1,2,4
1,39,1,9,20000,7,2,4
1,43,2,16,38000,1,2,4
1,41,1,5,11000,1,2,4
1,0,2,0,0,7,2,4
1,0,2,0,0,7,2,0
1,43,1,20,48000,1,3,4
1,39,2,2,4000,1,2,4
1,36,2,1,2000,7,2,4
1,34,1,2,4672,7,2,4
1,0,2,0,0,7,2,4
1,46,1,33,80000,1,2,4
1,44,2,11,25000,1,2,4
1,35,1,1,0,7,2,4
1,39,1,41,125000,1,2,4
1,43,2,10,12000,1,2,4
1,39,2,2,0,4,3,4
1,41,1,37,90002,1,3,4
1,41,2,1,0,1,3,4
1,0,2,0,0,7,3,4
1,0,1,0,0,7,2,4
1,0,1,0,0,7,2,4
1,40,2,5,0,4,2,4
1,43,2,6,8000,5,1,4
1,40,1,5,10000,7,1,4
1,43,1,41,510000,1,2,4
1,43,2,1,0,1,4,4
1,40,2,1,0,7,1,4
1,35,2,1,0,7,1,4
1,0,2,0,0,7,1,4
1,44,1,26,60000,1,2,4
1,43,2,17,36000,1,2,4
1,0,2,0,0,7,2,4
1,0,2,0,0,7,2,4
1,0,1,0,0,7,2,4
1,39,2,16,38000,7,2,4
1,39,2,14,34000,5,2,4
1,43,1,41,130000,1,2,4
1,41,2,20,48000,1,2,4
1,43,1,13,30000,7,2,4
1,41,2,41,111001,7,2,4
1,39,1,27,0,1,3,4
1,34,2,8,0,1,2,4
1,39,1,1,0,5,2,4
1,40,1,21,13000,1,1,4
1,40,2,1,0,1,2,4
1,41,2,33,80000,1,2,4
1,41,1,17,40000,1,2,4
1,40,2,9,20000,7,2,4
1,39,1,20,48002,1,2,4
7,39,2,11,25000,1,2,4
1,42,2,1,0,1,3,4
1,42,1,16,38002,1,2,4
1,34,2,1,0,7,2,4
1,39,2,24,58000,1,2,4
1,39,1,21,50000,1,2,4
1,0,1,0,0,7,2,4
1,43,1,12,29000,1,2,4
1,43,2,15,35000,1,2,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,44,2,11,26002,1,3,4
1,43,1,1,2,1,3,4
1,0,2,0,0,7,1,0
1,44,2,22,54000,1,2,4
1,43,1,33,81002,1,2,4
1,0,1,0,0,7,1,0
1,44,2,25,60000,5,2,4
1,0,1,0,0,7,2,4
1,43,1,23,52800,1,3,4
4,40,2,2,0,1,2,4
4,36,2,5,10400,7,2,4
1,39,1,29,70000,1,2,4
1,43,2,21,50000,1,2,4
1,0,2,0,0,7,2,4
1,40,1,37,52000,1,2,4
1,43,2,32,78000,1,3,4
1,37,2,7,0,4,3,4
1,39,1,7,0,1,4,4
1,39,2,4,0,1,3,4
1,42,1,18,42900,1,2,4
1,39,2,9,21000,1,2,4
1,35,1,1,0,7,2,4
1,0,1,0,0,7,2,4
1,0,1,0,0,7,2,4
1,41,1,22,51000,6,2,4
1,40,2,17,40000,3,2,4
1,39,2,16,38119,1,2,4
1,39,1,19,46061,1,3,4
1,44,2,41,65000,1,1,4
1,39,1,41,250000,1,1,4
1,39,1,17,41000,4,4,4
1,39,2,19,25000,4,2,4
1,43,2,29,65000,1,1,4
1,43,1,41,100000,1,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,39,2,18,23000,1,2,4
1,39,1,30,73000,1,2,4
1,41,1,5,10000,7,2,4
1,39,1,12,0,1,2,4
1,40,2,11,27000,1,2,4
1,39,1,18,43000,1,2,4
1,42,2,5,11241,1,2,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,44,2,27,60000,1,2,4
1,40,1,37,70000,1,2,4
1,36,2,1,2000,7,2,4
1,34,1,1,400,7,2,4
1,0,2,0,0,7,2,4
1,0,1,0,0,7,2,4
1,44,1,37,86400,1,3,4
1,43,2,36,56000,1,3,4
1,42,2,17,0,1,3,4
1,40,1,11,0,1,2,4
1,43,1,8,1000,5,3,4
1,40,2,17,40000,1,2,4
1,40,1,35,80000,1,2,4
1,0,1,0,0,7,2,4
1,37,1,13,30000,7,2,4
1,40,2,14,30000,5,1,4
1,39,2,7,0,7,1,4
1,40,1,17,40000,5,1,4
1,39,1,1,0,1,5,4
1,39,2,1,1701,1,5,4
1,40,2,3,6000,7,3,4
1,0,1,0,0,7,3,4
1,0,2,0,0,7,3,4
1,39,2,16,38000,1,2,4
1,43,1,41,178000,1,3,4
1,40,1,17,40000,1,3,4
1,43,2,21,50000,1,2,4
7,41,2,12,26208,5,3,4
7,0,2,0,0,7,4,4
7,0,1,0,0,7,3,4
1,34,2,6,0,4,3,4
1,43,2,1,0,1,2,4
1,39,1,41,120000,1,2,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,42,1,16,37000,1,1,4
1,43,2,18,42000,1,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,0
1,39,1,1,0,1,4,4
1,39,2,25,60000,1,2,4
1,39,2,20,48000,7,2,4
1,43,1,11,25000,7,3,4
1,43,1,9,0,7,2,4
1,39,1,29,70000,1,1,4
1,43,2,32,72000,1,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,42,2,35,55000,1,2,4
1,36,1,7,15000,1,2,4
1,43,1,28,68006,1,2,4
1,42,2,13,30000,1,2,4
1,0,1,0,0,7,1,4
1,37,2,6,0,4,3,4
1,39,1,13,30000,7,2,4
1,39,1,14,20000,7,4,4
1,39,2,8,0,4,2,4
1,39,1,15,13800,1,2,4
1,39,2,1,0,1,2,4
1,39,2,18,44000,1,3,4
1,39,1,31,62000,1,2,4
1,40,1,19,24000,1,2,4
1,42,2,10,24000,1,2,4
1,37,2,5,5280,6,3,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,43,2,1,0,1,1,4
1,46,1,41,100000,1,1,4
4,39,1,14,34000,1,2,4
4,34,2,31,75000,1,2,4
4,39,2,6,10000,7,2,4
4,36,2,3,4300,7,2,4
4,0,1,0,0,7,2,4
1,43,1,15,35000,1,4,4
1,43,2,9,21000,1,4,4
1,0,2,0,0,7,4,4
1,0,2,0,0,7,4,4
1,0,1,0,0,7,4,4
1,37,1,15,35000,7,4,4
1,39,2,9,21000,7,2,4
1,39,1,4,9000,7,3,4
1,39,1,11,27000,7,3,4
1,43,1,10,24000,1,3,4
1,44,2,36,85000,1,3,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,41,1,33,80000,5,2,4
1,39,2,6,0,1,5,4
1,39,1,20,48000,1,3,4
1,33,1,11,25000,7,2,4
1,33,2,6,14400,7,1,4
1,39,2,12,29000,1,1,4
1,39,1,12,29000,1,1,4
1,38,2,1,0,7,1,4
1,40,2,5,10800,7,3,4
1,0,1,0,0,7,2,4
1,44,2,17,42000,1,2,4
1,46,1,40,99000,1,2,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
4,37,1,18,42000,1,2,4
4,37,2,18,42000,1,2,4
4,0,2,0,0,7,2,4
1,39,1,36,50000,1,2,4
1,42,2,26,63000,1,2,4
1,36,1,1,1000,7,2,4
1,36,1,16,38000,1,1,4
1,36,2,10,22620,1,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,36,2,10,22880,7,1,4
1,39,1,23,55000,7,1,4
1,33,2,5,0,3,4,4
1,36,1,6,-3000,1,3,4
1,39,2,4,0,1,3,4
1,43,2,31,0,4,3,4
3,43,2,6,0,7,3,4
3,40,2,12,28000,7,2,4
3,39,1,1,0,7,1,4
3,35,1,1,900,7,1,4
3,0,1,0,0,7,2,4
3,35,2,22,27000,4,2,4
3,39,2,1,0,7,2,4
3,37,2,2,0,7,2,4
3,0,2,0,0,7,2,4
3,40,2,5,7890,5,2,4
3,39,1,29,70000,3,2,4
3,39,1,2,0,7,4,4
3,40,2,17,40000,1,5,4
3,40,2,1,0,1,3,4
3,40,1,1,0,7,3,4
3,36,2,1,0,7,3,4
3,39,1,1,0,7,3,4
3,36,1,15,35000,7,3,4
3,43,1,14,34000,7,3,4
3,39,1,9,20002,7,3,4
3,0,1,0,0,7,3,4
3,39,1,10,24000,1,3,4
3,39,2,13,30000,1,3,4
3,40,1,35,60000,1,3,4
3,43,2,7,0,1,3,4
3,0,2,0,0,7,1,4
3,37,2,1,0,7,4,4
3,0,2,0,0,7,2,4
3,34,1,5,0,7,3,4
1,40,1,8,0,1,3,4
3,43,2,1,0,1,3,4
1,44,2,29,20000,4,2,4
1,39,1,10,24000,1,3,4
1,44,2,21,30000,1,2,4
1,40,2,8,0,4,2,4
1,39,1,17,34700,1,2,4
1,39,2,8,18000,1,2,4
1,39,2,10,20000,7,2,4
1,37,1,1,0,7,2,4
1,36,2,1,0,7,2,4
1,43,1,41,130000,1,3,4
1,39,2,17,42000,1,2,4
1,39,1,34,63000,1,3,4
1,39,2,20,49000,1,2,4
1,39,1,41,0,1,2,4
1,39,2,1,0,1,1,4
1,39,1,18,0,1,3,4
1,44,2,9,0,1,3,4
1,32,2,1,0,1,3,4
1,33,1,23,55000,1,3,4
1,44,1,36,0,1,4,4
1,44,2,32,30000,1,1,4
1,39,1,6,0,7,1,4
1,41,1,41,148000,1,1,4
1,40,2,1,0,1,1,4
1,35,2,1,0,7,1,4
1,0,1,0,0,7,1,4
1,43,2,2,0,1,4,4
1,43,1,26,36002,1,3,4
1,37,2,9,21000,1,4,4
1,39,2,11,25000,1,3,4
1,39,1,29,68000,1,2,4
1,39,2,17,38000,1,2,4
1,39,1,12,10000,5,3,4
1,39,2,7,0,1,3,4
1,39,1,5,0,1,4,4
1,40,2,8,0,1,3,4
1,39,1,16,0,1,4,4
1,39,1,19,46800,1,3,4
1,39,2,5,11000,1,3,4
1,42,2,10,17000,5,4,4
1,40,1,2,0,7,3,4
1,37,2,1,0,7,3,4
1,0,1,0,0,7,2,4
1,33,2,4,0,6,4,4
1,31,2,9,0,4,2,4
1,39,2,8,6500,5,3,4
1,41,1,13,32000,5,5,4
1,40,1,41,165000,1,1,4
1,44,2,23,55000,1,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,35,1,8,19500,1,1,4
1,34,2,1,0,1,1,4
1,35,2,1,0,7,1,4
1,0,1,0,0,7,1,4
9,39,1,27,65000,1,3,4
1,39,2,15,35000,1,2,4
1,43,2,21,51000,1,1,4
1,43,1,21,51000,1,1,4
1,40,1,15,35000,1,3,4
1,40,2,4,9915,1,4,4
1,40,1,5,12000,7,2,4
4,40,2,1,0,1,1,4
1,39,1,39,90800,1,1,4
4,37,1,1,1362,7,1,4
4,0,2,0,0,7,1,4
8,0,2,0,0,7,1,4
1,40,2,24,58000,1,1,4
1,41,1,35,75000,1,1,4
1,37,1,2,2700,7,1,4
1,0,2,0,0,7,1,4
1,39,2,1,0,4,4,4
1,39,1,11,21000,5,2,4
1,40,1,37,70300,5,1,4
1,45,1,26,50000,6,2,4
1,32,1,7,16800,1,2,4
1,39,2,20,48000,1,2,4
1,40,1,19,45000,1,4,4
1,39,2,11,26000,1,3,4
1,0,1,0,0,7,2,4
1,38,2,9,21000,5,1,4
1,39,1,29,72000,5,1,4
1,39,1,12,29000,7,1,4
1,39,2,15,35000,1,2,4
1,35,1,5,12000,1,2,4
1,36,2,1,1100,7,1,4
1,0,2,0,0,7,1,4
1,40,2,18,38000,5,3,4
1,34,1,1,0,7,3,4
1,0,2,0,0,7,2,4
1,41,1,22,50000,5,2,4
1,38,2,1,0,7,2,4
1,40,1,16,20000,1,2,4
1,41,2,17,0,1,2,4
2,39,1,8,0,6,4,4
1,39,1,23,0,5,2,4
1,43,1,23,37000,7,1,4
1,41,2,33,80000,5,1,4
1,39,1,2,3008,7,1,4
1,42,2,23,55000,7,3,4
1,39,2,1,0,7,3,4
1,0,1,0,0,7,2,4
1,39,2,13,30000,1,2,4
1,37,1,21,50000,1,2,4
1,39,1,9,20900,7,2,4
1,0,2,0,0,7,2,4
1,39,1,26,60000,4,1,4
1,39,1,22,53000,3,2,4
1,39,2,2,0,4,4,4
1,39,1,21,50000,1,2,4
1,39,2,18,44000,1,2,4
1,40,2,5,6000,7,2,4
1,39,2,1,0,7,2,4
1,0,1,0,0,7,2,4
1,33,1,28,68000,1,3,4
1,35,2,1,0,1,2,4
1,38,2,1,1200,7,1,4
1,36,1,1,0,7,1,4
1,0,1,0,0,7,1,4
1,39,2,6,0,5,2,4
1,44,1,24,59000,1,1,4
1,43,2,24,58000,1,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,39,1,41,110000,1,3,4
1,39,2,6,0,1,3,4
1,0,1,0,0,7,3,4
1,43,2,37,66000,5,2,4
1,39,1,4,8400,7,2,4
1,39,2,12,0,4,2,4
1,40,1,5,0,1,2,4
1,40,2,13,30000,1,2,4
1,0,1,0,0,7,2,4
1,37,1,12,13002,1,3,4
1,41,2,10,10000,1,3,4
1,40,1,23,55000,7,1,4
1,0,1,0,0,7,1,4
1,40,2,20,8000,7,1,4
1,41,1,11,17000,1,4,4
1,41,2,6,13000,1,3,4
1,40,2,21,47000,1,1,4
1,41,1,35,85000,1,1,4
1,41,2,14,25000,5,3,4
1,39,1,41,100000,7,2,4
1,0,1,0,0,7,3,4
1,39,1,13,30000,5,2,4
1,39,2,19,45000,7,2,4
1,34,2,1,0,1,2,4
1,35,1,16,38000,1,2,4
1,36,1,2,3500,7,2,4
1,0,1,0,0,7,2,4
1,33,2,8,18000,1,2,4
1,37,1,13,30000,1,2,4
1,36,2,1,500,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,39,2,13,30000,1,3,4
1,40,1,11,25000,1,3,4
1,0,2,0,0,7,3,4
1,0,1,0,0,7,3,4
1,0,1,0,0,7,3,4
1,33,2,13,30000,5,3,4
1,32,1,12,29000,7,2,4
1,38,1,1,0,7,2,4
1,32,1,3,5469,7,2,4
1,33,1,11,25000,5,3,4
1,41,1,41,87361,1,2,4
1,41,2,12,26000,1,2,4
1,0,1,0,0,7,1,4
1,43,1,41,95000,1,2,4
1,41,2,13,30000,1,1,4
1,40,2,20,47000,7,1,4
1,36,2,1,2400,7,1,4
1,43,2,1,0,1,2,4
1,42,1,41,141000,1,2,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,41,2,20,14400,5,2,4
1,40,2,10,16000,7,3,4
1,0,2,0,0,7,2,4
1,40,2,11,0,4,2,8
1,39,1,24,55000,1,2,4
7,39,2,9,22303,1,2,4
1,43,2,19,39001,1,2,4
1,40,1,19,40000,1,2,4
1,0,1,0,0,7,2,0
1,39,1,17,40000,7,2,4
1,41,1,41,75000,1,2,4
1,39,2,11,26500,1,2,4
1,0,1,0,0,7,2,4
1,39,1,11,24000,7,2,4
1,0,2,0,0,7,2,4
1,41,1,7,0,1,3,4
1,39,2,5,0,1,3,4
1,44,2,23,57000,1,1,4
1,43,1,13,30000,1,2,4
1,0,2,0,0,7,2,0
1,38,1,8,0,4,3,4
1,41,1,25,0,1,3,4
1,41,2,41,0,1,3,4
1,40,1,14,0,1,3,4
1,40,2,19,0,1,3,4
1,39,2,12,0,4,2,4
1,40,1,30,73000,5,4,4
1,43,2,16,38000,1,3,4
1,43,1,19,46000,1,3,4
1,0,2,0,0,7,3,4
1,0,2,0,0,7,3,0
1,40,2,25,0,5,3,4
1,39,1,29,71500,5,4,4
1,39,1,2,3000,7,2,4
1,40,1,17,0,1,3,4
1,40,2,7,0,1,4,4
1,41,1,1,0,7,3,4
1,38,1,12,0,1,3,4
1,38,2,4,0,1,3,4
1,42,1,8,0,5,3,4
1,40,2,23,55000,1,3,4
1,42,1,16,38000,1,3,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,40,2,12,28000,7,1,4
1,0,1,0,0,7,2,4
1,0,1,0,0,7,2,4
1,42,1,13,32000,7,3,4
1,40,2,10,15000,7,3,4
1,40,2,10,23000,7,4,4
1,40,2,11,25000,7,3,4
1,41,1,15,0,1,2,4
1,44,2,41,130000,1,2,4
1,40,1,12,0,1,3,4
1,39,2,15,0,1,1,4
1,40,2,13,30000,5,1,4
1,39,1,9,20000,7,1,4
1,44,1,41,142000,1,2,4
1,43,2,6,12000,1,2,4
1,36,2,1,0,7,2,4
1,34,2,1,0,7,2,4
1,0,2,0,0,7,2,4
1,0,2,0,0,7,2,4
1,39,1,8,0,1,1,4
1,39,2,11,13988,1,1,4
1,37,1,15,0,4,5,4
1,37,2,3,0,1,3,4
1,34,1,11,0,1,4,4
1,44,2,34,57300,5,2,4
1,44,1,13,31500,7,3,4
1,39,1,27,60000,5,1,4
1,39,2,10,18000,5,1,4
1,42,2,14,34000,7,1,4
1,39,2,17,35100,1,3,4
1,43,1,6,0,1,3,4
1,40,2,4,9000,7,3,4
1,36,2,1,180,7,1,4
1,34,2,1,0,7,1,4
1,0,2,0,0,7,1,4
1,44,1,13,32000,1,1,4
1,44,2,24,58633,1,1,4
1,39,2,13,6000,1,3,4
1,41,1,36,60000,1,3,4
1,42,2,35,78200,1,3,4
1,39,1,27,65889,1,4,4
1,39,2,2,2000,7,3,4
1,34,2,1,0,7,2,4
1,0,1,0,0,7,2,4
1,0,2,0,0,7,3,4
1,43,2,7,15400,7,5,4
1,43,1,12,26500,7,3,8
1,38,1,15,35000,1,1,4
1,40,2,1,0,1,3,4
1,0,1,0,0,7,4,4
1,42,2,15,12500,5,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,39,1,41,106000,1,3,4
1,39,2,4,0,1,2,4
1,39,1,21,50000,7,1,4
1,39,1,9,0,4,4,4
1,39,1,33,80000,1,1,4
1,39,2,5,5300,1,5,4
1,34,1,1,0,7,1,4
1,40,2,6,13000,1,1,4
1,40,1,24,58000,1,1,4
1,34,1,3,0,7,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,4
1,43,2,11,14040,7,3,4
1,0,1,0,0,7,3,4
1,40,1,21,50000,7,3,4
1,46,1,36,0,1,3,4
1,43,2,8,0,1,3,4
1,39,1,1,0,7,3,4
1,40,2,12,24000,7,4,4
1,44,2,21,51000,3,4,4
1,39,1,20,48000,1,2,4
1,43,2,25,60000,1,2,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,2,0,0,7,1,0
1,43,1,27,67000,1,3,4
8,43,2,1,0,1,3,4
1,0,1,0,0,7,3,4
1,43,1,41,120000,1,1,4
1,43,2,2,2500,1,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
4,43,1,21,50000,1,2,4
1,44,2,41,145274,1,3,4
8,0,2,0,0,7,1,4
1,0,1,0,0,7,1,4
4,0,1,0,0,7,1,4
1,46,1,41,175000,1,1,4
1,43,2,16,38000,1,5,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,46,1,35,82000,1,2,4
1,44,2,19,41000,1,1,4
1,0,1,0,0,7,1,4
1,0,2,0,0,7,1,4
1,0,1,0,0,7,1,0
1,43,2,11,25240,1,2,4
1,43,1,15,25000,1,2,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
1,0,1,0,0,7,1,4
3,40,2,6,12602,6,2,4
7,0,1,0,0,7,2,4
7,0,1,0,0,7,2,4
1,43,1,24,55000,1,1,4
1,43,2,41,138000,1,1,4
1,41,1,31,75000,1,1,4
1,41,2,1,0,1,3,4
1,41,2,15,37000,5,3,4
1,40,2,7,15486,7,2,4
1,0,2,0,0,7,2,4
1,0,2,0,0,7,3,4
